mf_current_assets,mf_nuveen_non_taxable_tot_assets,mf_nuveen_trailing_12m_net_sales,mf_nuveen_12m_gross_sales,club_status,mf_nuveen_prior_year_assets,mf_nuveen_12m_non_tax_total_gs,mf_prior_year_assets,mf_trailing_12m_net_sales,mf_commodities_12m_gs,mf_commodities_12m_net_sales,mf_international_equity_aum,mf_int_equity_12mo_gs,mf_int_equity_12mo_net,mf_municipal_bond_aum,mf_muni_12_mo_gs,mf_muni_12_mo_net,mf_sector_equity_aum,mf_sector_equity_12mo_gs,mf_sector_equity_12mo_net,mf_taxable_bond_aum,mf_taxable_bond_12mo_gs,mf_taxable_bond_12mo_net_sales,mf_us_equity_aum,mf_US_equity_12m_gross_sales,mf_us_equity_12m_net_sales,mf_nuveen_assets_fa_book_rank,mf_diversified_emerging_mkts_aum,mf_diversified_emerg_mkts_12m_gs,mf_europe_stock_aum,mf_europe_stock_12m_gross_sales,mf_europe_stock_12m_net_sales,mf_foreign_large_blend_aum,mf_foreign_large_blend_12m_gs,mf_foreign_large_blend_12m_net,mf_foreign_large_growth_aum,mf_foreign_large_growth_12m_gs,mf_foreign_large_growth_12m_net,mf_foreign_large_value_aum,mf_foreign_large_value_12m_gs,mf_foreign_large_value_12m_net,mf_global_real_estate_aum,mf_global_real_estate_12m_gs,mf_global_real_estate_12m_net,mf_health_aum,mf_health_12m_gross_sales,mf_health_12m_net_sales,mf_high_yield_bond_aum,mf_high_yield_bond_12m_gs,mf_high_yield_bond_12m_net,mf_high_yield_muni_aum,mf_high_yield_muni_12m_gs,mf_high_yield_muni_12m_net,mf_inflation_protected_bond_aum,mf_inflation_protect_bond_12m_gs,mf_infl_protect_bond_12m_net,mf_large_blend_aum,mf_large_blend_12m_gross_sales,mf_large_blend_12m_net_sales,mf_large_growth_aum,mf_large_growth_12m_gross_sales,mf_large_growth_12m_net_sales,mf_large_value_aum,mf_large_value_12m_gross_sales,mf_large_value_12m_net_sales,Most_Recent_12m_GS
43548040.89,0,0,0,Master's,4187.11,0,39282741.43,-2074634.74,4459,-42436.59,12947415.89,560005.23,-14521.28,1379960.07,0,-97286.18,3140706.35,5353.88,-151372.53,1889030.17,10200.9,-287070.82,19671662,612712.32,-1295037.04,62,567581.41,18272.09,32604.34,0,-35072.68,1092954.69,196240.68,69551.79,2629557.21,125708.62,76917.43,192471.78,0,-33013.48,45419.41,0,0,969991.5,0,-74629.82,111153.63,0,-35006.5,349068.67,0,-3495.62,0,0,-12315,3651239.1,62339.99,-436932.49,6882936.35,511479.63,-573343.09,766852.25,0,-95688.21,0
40139906.25,23285.8,-10943.51,0,Non-Club,113141.19,0,34176403.83,4781495.52,12475.63,12475.63,2403152.05,2963312.19,-16256.87,759029.48,0,-12583.46,1441203.94,2173101.2,605342.28,13101406.12,6655691.84,2343950.98,6804962.78,7433603.67,-484193.28,19,114676.26,226750.74,20667.14,611.31,-21297.91,178975.18,4185.54,-59891.12,242846.88,93691.97,-99226.33,36061.45,24516.87,13378.96,4808.9,7528.17,6738.82,595827.6,548038.35,296968.85,104646.47,29018.09,19053.08,76467.78,0,-12583.46,660178.02,162848.73,33748.96,1387390.71,1564395.79,-603363.05,3574564.67,3074610.49,86440.61,1430065.83,1654689.63,381378.77,0
23430307.39,0,0,0,Non-Club,0,0,24151212.61,-1544392.72,0,0,9699402.83,23204,-355673.31,294249.76,0,0,1972444.15,92976,-224258.02,3907725.69,185000,59751.35,5513505.9,15200,-809655.48,,2070223.66,0,3108.16,0,0,65535.46,0,0,4753131.34,1020,-80371.03,33995.24,0,-48520.63,115652.79,0,0,0,0,0,413681.15,0,-37219.51,16185,0,0,0,0,0,1327640.01,15200,-203509.68,2470135.67,0,-267197.07,610288.62,0,-124189.16,0
29664242.96,0,-26708.3,0,Chairman,66731.53,0,28904384.6,61211.9,0,0,4123148.16,358229.56,-261192.46,1472330.43,0,-75522.24,318946.93,2150.99,2100.99,3306678.6,1110273.03,380236.51,18495769.45,470869.59,-548709.71,47,1416051.85,147178.28,61374.32,39948.85,-188087.84,193656.23,7052.31,-8897.4,794727.97,100616.88,60874.32,942254.73,62438,-45096.9,3810,0,0,8567.51,0,0,510966.28,145583.13,145583.13,148418.48,0,-39083.28,4361.29,1544.48,-9830.67,6698868.42,88184.22,-423796.76,6526312.2,194140.86,11994.33,1693019.93,112716.32,-30655.27,0
204944034.7,0,-211189.08,0,President,203847.6,0,256440669.7,-48260955.64,0,0,34397591.16,17521002.83,-27303175.29,4915000.7,0,-1461609.43,2246202.58,46058.52,-689051.51,126964758.6,91180212.39,-11929779.21,17346574.61,8511465.26,-8167746.96,,1674177.2,552475.38,0,0,0,28135245.91,13747359.78,-16807704.78,2372435.54,2165881.35,-1664892.49,1005534.23,926674.78,801031.2,4393.15,5403.84,1610.39,0,0,-10583.15,9880732.07,9239457.64,6080581.36,0,0,-103920.88,164951.95,22000,-11428.07,2305221.37,1759493.68,1273647.07,1981000.98,1024187.16,-1750946.08,1503670.26,630844.85,-3959527.33,657515.05
46706134.13,707.22,-16661.46,0,Master's,36935.76,0,54983838.09,-7078566.82,0,0,10142027.24,3560311.84,-1133892.59,104150.72,0,-175541.62,655555.61,294181.67,-1041179.65,17903342.87,5412632.94,-2473017.26,12785725,12009980.41,-881649.16,44,3755551.19,1267413.54,0,0,0,34172.82,606.59,-29336.34,2034234.74,123290.21,-1351653.45,3847319.65,2113211.79,397358.28,890.59,0,0,38554.81,0,0,2872322.01,2671020.43,2665654.31,101947.32,0,-12605.14,89439.14,139796.19,-1091768.56,401716.77,10892.4,-82213.16,3346607.27,3443550.66,-810068.34,4574271.66,6071353.46,-1060921,0
12471345.04,18385.59,-154250.81,0,Master's,291841.25,0,16752077.43,-3929598.78,7271.99,-357.33,518127.78,154314.34,-223657.22,2306691.6,0,-1140000.76,722998.41,5670.32,-314688.86,3395342.71,106243.27,-910299,4332942.19,149382.47,-727430.28,14,25807.76,23736.43,84102.88,0,-29331.64,14550.22,205.59,-9051.36,58958.77,22441.54,-106375.58,88392.47,255.58,-96570.29,15038.46,3334.48,3334.48,102266.92,0,0,524391.65,22079.31,-72105.53,59750.05,0,-184440.73,2462.17,2431.99,-9560.85,1257114.97,47870.95,-165981.39,1880769.7,59800.86,-205581.94,490390.86,31838.48,-161813.4,0
38455717.07,293.32,-37197.98,0,Non-Club,320070.79,0,36867994.01,1371165.7,11902.77,11709.37,1620341.64,292295.69,-76454.66,1360471.14,413.83,-130190.94,435050.31,67699.42,55287.75,13511890.62,3239803.01,733427.93,10123666.83,1579338.5,283757.85,19,257691.7,42604.69,294.36,0,0,589469.25,95033.61,-65025.07,347452.87,152583.48,53245.81,6935.9,0,0,10979.57,0,0,63809.8,0,0,157505.66,54638.93,40313.2,30971.47,0,-31630.78,26038.28,560.46,-18994.81,3392831.03,212897.91,-147151.39,3175992.47,333055.77,48322.57,2429897.61,736377.52,333373.9,0
22004314.18,0,-475251.23,0,Master's,0,0,21596356.43,-2451968.99,0,0,2947222.25,299621.1,-491132.31,523064.75,1243.09,-479652.45,1889613.39,378.88,-80323.49,4424086.68,866019.93,-306848.58,9503155.82,417811.16,-1015084.74,,736097.69,127303.67,9830.48,0,0,1018038.87,171336.81,-257713.66,455344.68,733.18,-77445.84,277448.34,0,0,80506.09,0,0,930718.67,0,-46685.73,548499.39,279396.8,269751.59,128122.73,0,-116672.86,193953.38,47684.98,-61043.48,5264636.32,228185.75,-543257.2,2322042.34,2465.22,-371407.45,881226.5,293.7,-59727.91,0
17637985.16,0,-2474.81,0,Century,8273.71,0,21862226.06,-4171959.88,0,0,58381.61,0,0,0,0,0,0,0,0,206768.96,0,0,1596.51,1499.64,1499.64,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206768.96,0,0,0,0,0,0,0,0,0,0,0,1086.9,999.76,999.76,0,0,0,0
17064900.43,4426.57,0,0,Non-Club,17291.67,0,15287312.84,1509255.92,0,-1338.24,3998145.07,505924.77,-421046.23,893257.86,0,0,374640.3,44621.84,-115944.16,4299263.27,2178288.32,958839.61,5252629.25,1543806.26,921449.66,55,783407.7,118028.25,20695,0,0,652115.24,50564.82,-163572.4,1094500.64,134924.16,-95417.61,77885.26,20208.96,-22229.06,0,0,0,78908.09,0,0,506706.49,460839.69,457449.29,0,0,0,44339.98,5598.1,-28903.71,1591449.92,284892.12,8832.01,1418922.16,242728.5,120768.51,756671.28,246758.24,96412.7,0
35356923.48,0,0,0,Master's,0,0,31814669.82,4820106.85,0,-247.35,7961406.41,357987.48,-446446.38,5226628.75,0,0,79247.43,0,-21970.81,15238710.29,12259824.79,5102812.64,5308610.8,368136.37,206120.19,,432284.01,108870.17,308717.11,0,-331807.29,57225.54,34635.27,25568.12,857840.2,157989.6,1887.18,81831.22,56492.44,51638.5,0,0,0,71563.13,0,-6774.18,1936565.97,974823.8,974823.8,0,0,0,190124.79,40135.78,35022.27,2484076.24,34635.27,24526.09,929003.59,58620.04,-15927.3,980289.93,159601.41,102692.62,0
19719579.87,1609.05,-5572.93,0,Non-Club,0,0,0,-1085733.3,0,-4403.08,2657402.13,1417.8,-1462447.3,955699.78,0,0,531945.5,0,-13906.22,5816837.1,3731327.58,3001815.36,7094539.35,34651.9,-2448190.28,70,783173.46,0,0,0,0,406525.23,0,-145579.46,319901.81,19.96,-835887.9,74216.01,0,-17756.42,55564.81,0,-1003,0,0,-430.38,564559.93,0,-43355.49,53846.83,0,0,0,0,0,1646713.96,4032.83,-508984.16,1921582.96,30432.78,-468896.67,707855.89,94.81,-80145.43,0
92000689.26,0,-4183.94,0,President,315650.08,0,88960072.64,490089.65,20484.88,-9408.62,18976715.97,2091524.57,833919.71,3663006.12,1584036.37,1074171.69,1807345.72,35910.7,-911653.39,30900574.1,57188126.56,140586.48,27116581.01,2208755.65,-1001142.45,40,7281507.08,560251.85,170349.54,0,0,1892552.11,1177247.34,930864.35,3563259.01,322399.66,152474.77,432790.31,26319.77,-191512.33,44941.82,0,-290948.65,390107.16,0,-23993.93,295180.49,177727.65,164017.15,1263579.67,0,-6423.97,95835.18,24036.85,-156.22,5145126.23,1385316.84,1053884.34,11570979.52,34512.37,-779709.6,4766084.25,146808.6,-1114489.65,1012581.52
4567366.55,0,0,0,President,51335.76,0,9665659.6,-1632631.17,10656.92,10586.22,913333.6,349495.61,-287465.58,170657.28,0,-81561.34,9972.44,23245.68,-19275.93,344112.95,491649.03,383073.01,2743116.87,34877,-1262889.25,,16770.36,18106.89,0,0,0,107802.46,308744.41,61642.13,324620.35,14339.41,-217324.63,10049.92,8127.97,-29390.83,0,0,0,0,0,0,11168.89,10497.92,10497.92,0,0,0,0,0,-4727.15,1122415.16,1395,-321079.44,1044019.84,11249.39,-616682.17,464763.31,15564.89,-231762.69,0
534369.63,0,-79.68,0,Non-Club,5538.75,0,769628.84,-278627.72,0,-4219.73,43652.19,0,-6180.7,92864.78,0,0,32844.08,4998,-156.3,123621.11,424.18,-251561.65,212068.14,0,-15034,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7266.42,0,0,0,0,0,0,0,0,212068.14,0,-15034,0,0,0,0,0,0,0
9188346.01,37759.74,-2578.79,0,Non-Club,39326.56,0,8982431.85,-387439.98,0,0,852322.98,37762.12,-179774.73,1367381.7,38596.75,34572.54,290468.58,6754.95,-103565.85,1328782.38,196303,38421.04,3674957.18,204878.87,-266071.77,34,121897.59,12599.1,3165.02,0,0,248761.89,12236.79,-22865.2,138289.13,3849.39,-34068.8,80195.38,3553.57,-79042.46,2386.2,843.36,168.7,168436.06,5500,-58263.75,118092.22,17514.83,-3912.04,329325.93,25000,25000,21596.92,4048.63,-9524.9,1329784.36,152129.35,87450.83,1307377.11,25261.56,-152414.72,552699.39,4967.58,-68340.56,0
6150306.3,28620.93,0,0,Non-Club,44023.27,0,5954497.18,249008.97,3897.5,3897.5,715498.99,65134.52,-87864.12,112134.87,0,-3003.25,39673.88,5010.17,-15750.58,1826310.15,740180.32,504468.62,2583053.29,95359.58,-168778.85,17,101383.83,15774.89,0,0,0,100692.53,23550.97,-2875.7,60528.88,11644.79,-20175.59,11671.22,2576.57,-11792.45,0,0,0,10068.29,0,-4560,31703.49,8528,5667.16,12544.62,0,0,18639.12,2216.5,-38.34,519121.4,39469.12,3999.05,1447866.29,11291.36,-125885.09,335701.92,17865.49,-9850.38,0
14027279.45,0,0,0,Non-Club,26756.94,0,13624594.13,-1130051.81,0,0,3734335.87,1199.45,-367537.25,754886.31,0,-43163.98,10272.88,0,-4748.72,18495.88,869.44,-218246.6,8747606.65,125939.38,-440183.63,9,892.18,498.48,0,0,0,0,0,-16101.63,34730.8,626.97,-40982.88,649.59,74,-958.11,0,0,-1586.2,0,0,0,740.68,486.98,-8105.79,0,0,0,0,0,-219.16,3986876.02,0,-232587.27,4089688.19,124896.97,-133592.47,237250.59,732.47,-42599.95,0
4171136.22,0,0,0,Non-Club,37974.97,0,5774445.21,-1176410.08,0,0,223202.86,0,-38069.1,444424.45,0,-19648.06,862753.95,0,-42416.82,1262623.5,0,-155974.11,823643.29,372322.74,-455562.26,12,319.44,0,4742.12,0,-14777.57,32155.38,0,0,113693.53,0,-7544.42,7367.26,0,-2536.69,5726.45,0,0,25945.61,0,0,134296.32,0,-5361.91,135156.29,0,-19648.06,407384.16,0,-57138.65,272511.79,372322.74,-410208.93,345636.3,0,-23811.75,138529.7,0,-9074.52,0
3416915.63,0,0,0,Non-Club,0,0,5010964.57,-1408093.93,0,0,336595.39,0,-67801.37,44965.75,0,-290.51,419509.76,399.94,-45844.41,523507.76,0,-138262.74,1534564.19,14552.33,-1010682.33,,357.52,0,55201.42,0,-25310.15,0,0,0,98910.83,0,0,0,0,-10469.17,0,0,0,0,399.94,19.98,42221.89,0,0,0,0,0,0,0,0,200926.56,0,-909581.87,304425.87,0,-18069.06,372644.04,14552.33,-10857.13,0
114465.61,0,0,0,Non-Club,0,0,124062.32,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114465.61,0,-100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132329168.2,0,-559.38,0,Master's,3.97,0,157613299,-23880429.87,1794.28,1733.13,20739359.35,979934.78,-299750.35,2331359.38,131001.02,-117055.71,258968.91,134330.5,-6916.87,38927456.3,50823213.86,-22730719.06,26070271.87,562413.14,-992509.11,,6649869.66,289146.28,23.47,2.52,-2.93,143502.29,9735.55,-94273.64,7325395.59,123316.25,-241538.11,315138.08,17953.44,-72309.6,81104.04,100371.93,7339.64,1007.18,0,-736.61,391078.48,97172.46,69470.55,315426.46,0.01,-33090.76,48386.72,684.88,-75735.89,7847289.42,108605.37,-245955.89,12530320.15,199958.04,-383982.61,368018.95,34996.72,13377.31,0
27518355.75,0,0,0,Non-Club,0,0,26559569.16,870569.79,0,0,7715697.58,415641.63,-53851.98,2953475.83,1069960.5,833060.18,933681.3,1057231.39,-96213.21,5736921.48,1735437,1189075.76,10082372.08,205076.66,-941263.4,,36958.05,1000,13486.71,0,-7296.29,0,0,0,3799843.33,327789.38,194215.42,17673.38,0,0,0,0,0,0,0,0,0,0,-2029.08,11194.8,0,0,0,0,0,4407065.63,123455.39,-235320.44,5675306.45,81621.27,-705942.96,0,0,0,0
11265774.1,53499.24,-0.75,0,Non-Club,70218.69,0,10099469.3,-400713.08,0,-0.89,267430.29,2.21,-85650.8,776685.81,324.5,-58564.92,2543534.56,503447.52,339730.12,2393203.27,37301.7,-101902.77,4751950.59,42620.28,-309397.3,18,84362.97,1.1,3579.79,0,-8430.24,49680.81,0.28,-24736.85,4394.56,0.72,-4725.29,29295.05,0.11,-3076.91,0.58,0,-1481.49,705181.78,56969.85,-86587.12,178244.95,1.05,-10465.14,192811.01,0,-0.53,13344.08,70,-25588.02,1127720.58,0.12,-107194.11,2258574.17,40900.98,-57637.15,1011384.64,1431.59,-65235.24,0
15317661.03,0,-34158.24,0,Non-Club,139916.82,0,17355645.46,-1671376.64,0,0,878544.89,8777.26,-67055.36,1847937.7,0,-308247.16,1534729.48,0,-50417.6,1644128.42,41666.55,-114846.6,7821949.4,93327.92,-971745.22,38,250714.77,5211.05,0,0,0,64247.4,0,-723.14,183233.44,3417.87,-5750.59,7100.04,0,-8872.22,373.1,0,0,326286.8,0,-15594.34,361694.54,26795.63,-14398.36,152874.26,0,0,10610.42,0,-16744.36,2683519.61,21288.91,-361052.1,2682172.65,6010.18,-305607.29,584078.64,0,-220501.61,0
36232925.26,5810,0,0,Non-Club,15110.69,0,41220255.05,-1805631.89,0,-13169.63,4673377.57,3266164.22,-296676.45,3627244.25,2856447.06,-2801306.23,2621965.26,698217.34,35546.21,8714781.62,3451956.41,1690301.94,15049147.55,1482432.18,42397.4,39,649292.07,265303.98,0,0,0,2983521.3,2665003.66,2611613.43,18188.91,149.01,-342.76,493216.81,29264.26,-2178591.04,9259.12,9741.44,90.14,358.75,0,-5310.7,37470.04,3487.94,-23438.27,2708013.98,2193170.52,-635359.31,12136.29,2533.91,757.47,4900776.76,306855.7,-355492.43,4087080.35,357953.05,-146679.78,3479881.5,535242.69,414583.07,0
3350879.43,0,0,0,Non-Club,26822.77,0,3497133.46,-261071.69,0,0,380029.6,0,-86245.86,233254.32,0,0,14629.5,0,0,312502.76,0,-105320.98,2112980.82,0,-63895.62,15,0,0,0,0,0,295345.03,0,-10675.22,0,0,-11648.75,0,0,0,0,0,0,14629.5,0,0,25524.02,0,0,0,0,0,0,0,0,496440.69,0,0,1339672.74,0,-15627.69,240999.49,0,-15161.02,0
57471980.48,2468.48,-6646.46,0,Non-Club,244964.05,0,58104795.46,-793210.43,2016.5,2016.5,8910626.63,288053.28,-223053.81,5402979.31,1645115.29,999549.46,202719.96,1901.56,-4217.15,7650841.46,2943325.78,-1035933.27,12345058.75,301755.67,-612257.33,10,1102605.97,50865.76,0,0,0,449956.97,1873.1,-4457.84,636723.91,75763.69,5823.88,170119.38,14091.63,-87303.61,2091.26,484,484,57379.21,0,0,345144.11,48623.07,38021.63,980227.04,514989.86,-18812.11,8702.9,1743.3,-26100.39,5664275.42,37564.76,-261922.86,5129650.75,126263.92,-194214.66,1030781.07,89613.54,-129786.81,0
23253964.69,0,-6566.49,0,Non-Club,7089,0,26191673.9,-294408.16,0,0,5324393.62,325768.6,-667188.72,403667.02,0,-31209.22,1137383.52,3745.12,-133257.06,1945112.06,622886.54,474767.97,8731926.85,403156.15,-263616.96,,553407.95,24709.2,2207,0,0,184607.6,193842.52,160783.99,551061.89,30832.84,29481.57,385556.17,4810.12,-30712.14,504910.54,0,-43006.86,207579.19,3745.12,-10289.91,1026539.76,47048.73,41958.85,99385.55,0,0,21133.04,9046.59,5192.59,3656197.67,111316.65,-266368.2,2934682.82,27755.49,-127915.02,1181069.54,237328.3,193450.57,0
8921554,0,0,0,Master's,13427.01,0,9357491.08,-1084039.47,0,0,751062.46,0,-15252.46,439486.17,5883,342.28,6182.78,0,0,1071687.25,0,-322291.72,3327144.94,0,-341513.26,27,6387.04,0,30210.66,0,0,8805.99,0,0,247189.22,0,0,0,0,0,0,0,0,0,0,0,312784.51,0,0,1451.82,0,0,98819.97,0,0,1013573.74,0,-19944.87,2144537.33,0,-135399.35,113281.56,0,-43410.71,0
32071760.49,139730.73,0,0,Non-Club,150159.97,0,32777780.97,-1178486.44,952.98,952.98,10806841.67,742243.59,454886.63,1215982.59,289757.42,187522.04,100702.23,5000.53,-263903.3,4357557.78,1163064.6,-425863.02,8420942.05,314958.18,-681521.76,11,970285.03,47405.17,1065.84,0,0,288770.72,2336.11,-32410.35,4942301.78,627253.48,547099.13,72554.02,0,-17176.21,5447.03,91.54,0,6959.66,4000,4000,348684.34,141119.94,-295403.5,676723.56,209757.42,127763.14,43521.02,412.97,-65186.84,3264877.3,20602.81,-144161.22,3232130.21,21771.85,-217018.47,200344.27,11140.92,-109445.43,0
10556409.76,0,-13585.88,0,Non-Club,12756.56,0,13236674.55,405155.11,0,0,1028949.4,7908.38,-43800.03,4861904.2,644214.88,589410.09,180483.72,25381.09,-45688.19,856950.3,232050,-50687.74,3111219.82,190187.82,24069.91,,54857.23,3486.11,2774.1,0,0,52108.31,0,-889.23,102175.64,4422.27,-2214.4,0,0,-15699.79,20707.14,25381.09,52.53,116503.92,0,-45195,81001.5,0,-7672.39,16272.37,576886.72,576886.72,0,0,0,712097.01,0,-19419.27,1471487.85,185017.17,145399.09,411594.96,2555.76,-27871.94,0
11373540.49,0,0,0,Non-Club,0,0,9877163.74,2210400.33,0,0,1913167.96,2258878.88,2092587.2,1859470.67,2265875.73,1918780.59,0,0,0,5667917.97,2339586.34,-1196849.84,1006656.1,47240.18,-507566.3,,1807939.99,2248539.99,86711.78,0,-14444.49,11135.72,10264.07,5077.62,6986.93,0,-1407.95,0,0,0,0,0,0,0,0,0,1328.81,872.09,628.98,0,0,0,798.73,1116.71,474.8,149371.8,27350.66,-10905.56,560906.34,1510.34,-141980.27,136633.72,15332.62,-277113.67,0
33320501.61,0,-8836.45,0,Non-Club,19099.52,0,31930531.34,1600952.99,0,0,9158577.43,2320208.6,373984.85,2074724.07,295144.19,207863.04,397403.16,7085.25,-130996.29,10423509.67,6730552.49,2870518.43,8440376.56,583569.45,-1341729.55,62,1383971.96,578735.27,42928.15,0,0,1521257.58,635377.62,267682.51,3510591.87,836874.42,13225.93,537602.01,54179.14,-198734.54,14569.5,7085.25,7085.25,29658.6,0,0,1205058.31,1052145.8,1052145.8,32633.24,0,-3265.48,62939.14,0,0,2546582.99,118888.76,-885142.27,2635459.7,2006.77,-331003.98,1406006.39,195879.75,-4379.75,0
20127731.54,0,0,0,Chairman,86718.54,0,21129028.67,-1319994.85,0,0,4868470.1,93005.87,-163403.48,601510.23,0,-92763.37,239486.79,3450,-69717.98,1262965.02,56734.52,-88771.98,8792702.27,128834.51,-580087.18,10,260512.35,17904.52,17420.81,0,-719.43,328735.09,0,-12471.83,834184.06,22493.18,-22952.73,14889.57,0,-3135.82,0,0,0,30988.08,0,-7198.97,234892.94,11500,-17131.2,399770.65,0,-57184.71,0,0,0,3598660.98,62852.84,-178208.73,3968480.19,64843.34,-149674.53,361263.87,1138.33,-32160.83,0
784805.01,6649.01,0,0,Non-Club,6421.02,0,1332305.16,-388852.95,2996.99,2996.99,12765.1,5963.93,-54785.35,0,0,0,7979.09,2425.97,395.6,609767.05,195346.54,-116761.19,42715.2,5530.93,-194716.98,13,2743.92,2326.96,0,0,0,2277.45,104.98,104.98,7743.73,3531.99,-55220.5,0,0,0,3988.37,1539.98,1539.98,0,0,0,38529.94,35277.99,33416.45,0,0,0,0,0,0,6649.01,0,-9857.58,24844.58,863.99,-81601.19,2341.96,4138.96,-44117.08,0
11043846.8,0,0,0,Non-Club,0,0,4512295.66,7109846.69,0,0,1439972.3,2562924.91,1482620.46,0,0,0,595060.31,740431.26,550535.18,6726345.96,4531190.13,3212550.01,2282468.23,2217155.28,1864141.04,,155093.75,246312.43,747.44,159686.24,31098.18,848315.23,1740119.7,1107181.49,183911.89,210318.55,170158.02,0,0,0,0,78840.54,30693.32,121991.66,120853.92,112081.23,0,0,0,0,0,0,243023.73,337217.56,244431.34,770075.17,894718.33,654546.43,906940.46,843126.46,813182.27,365606.02,318706.89,302545.62,0
28053029.16,0,0,0,Non-Club,124001.84,0,25485942.88,1516329.49,0,0,7662492.13,191619.11,147436.61,203189.47,0,0,0,0,0,1701080.67,1101805.09,1048128.83,15695770.12,527142.62,371324.85,5,1369747.12,87577.32,0,0,0,49407.74,5616.29,-4869.35,2405296.67,89427.3,89427.3,25674.82,0,0,0,0,0,0,0,0,2742.17,1056.9,977.59,0,0,0,12625.65,1171.18,971.99,12179783.66,17456.41,-4031.45,2545924.92,233965.35,151004.9,801230.34,270662.4,220661.57,0
18788008.35,0,-4423.14,0,Master's,4390.89,0,16715532.35,1498035.5,0,-1135.1,681796.53,340,-13311.3,175084.82,0,-12277.99,415547.39,0,-6479.01,14037014.13,5335440.5,1987524.59,3263281.06,1454.8,-132287.76,,24828.35,153,16072.78,0,0,78297.41,134,-3816.93,97511.11,53,-8895.76,0,0,0,0,0,-1998.38,249026.87,0,0,249897.15,22000,-87235.9,175084.82,0,-2522.1,105425.42,0,0,377144.37,0,-5177.61,2434403.69,0,-59404.67,314970.76,36,-58183.05,0
16165218.41,17105.99,-4382.53,0,Non-Club,35541.58,0,13555766.23,2205002.24,0,-3127.36,5008493.53,1413988.14,257682.14,0,0,0,0,0,-21031.01,3824796.55,576069.41,-1549218.81,7249283.4,4781722.59,3536047.73,30,1298965.88,509837.06,0,0,0,435297.55,24799,-266087.79,1078281.21,50172.19,3051.61,907.53,0,0,0,0,0,0,0,0,245512.58,519.98,-195756.71,0,0,0,0,0,0,1781346.69,809285.64,-210226.94,3004674.38,1796236.4,1664498.93,1007726.42,841729.27,839554.95,0
88130495,3388.26,-85485.14,0,Century,1418204.23,0,85966094.98,-196451.43,0,-4361.85,9378189.83,1116701.63,-272802.56,6763145.63,300681.53,-50171.76,626258.21,785.96,-106498.42,16367434.59,4027537.48,619456.88,29347441.37,1933394.59,-648853.86,19,1580122.56,188328.01,5356.49,63.7,-16471.64,1915132.67,438585.02,85740.69,1091986.09,268640.42,149467.15,425333.92,39620.77,-5514.28,294.27,0,-18607.68,268994.29,759.5,-11777.46,568566.33,456876.08,411307.65,2248.24,0,0,142275.15,8141.38,-269548.04,8551964.55,254584.45,-536490.78,6660088.67,435770.09,-69911.79,6972448.56,440200.42,-96150.83,3089.15
15063219.9,35900.21,-1059700.13,0,President,1335970.64,0,15836989.43,-2313726.67,0,-13737.23,1135377.87,8700,-1106738.17,312333.66,0,-133626,6863509.3,0,-371009.05,380595.71,0,-147411.41,5752377.88,24700,-462622.72,16,79330.96,0,0,0,0,99351.71,0,-93565.68,204912.31,3600,3600,37185.63,0,-25039.97,26100.76,0,-3389.21,2325707.77,0,-107012.5,88904.33,0,-14386.38,234332.89,0,-133626,0,0,-3467.68,2119673.89,12100,-311005.07,2001848.47,0,-77874.53,472928.29,0,-17901.5,0
14909220.68,0,0,0,Master's,0,0,14899515.77,-1527605.24,0,0,779482.79,44123.62,-279713.49,380441.22,0,-43936.64,316703.51,0,-49709.09,7580177,3600630.38,941494.15,2511281.43,346071.74,-180052.45,30,259048.77,3165.37,2766.1,0,0,116518.28,5322.6,-40636.09,73977.83,0,-82154.84,76473.83,28197.29,-36329.31,725.19,0,0,52496.41,0,0,36902.08,1086.34,-32682.7,146876.26,0,0,342.08,139.52,-218.56,1188460.99,180144.45,-36723.12,852900.85,136549.38,-2885.93,216502.08,0,-110634.75,0
9314842.91,0,-7855.98,0,Century,0,0,9423176.17,-1333494.38,2142.59,-3834.41,2667587.4,176847.77,-254542.49,500687.69,0,-108712.3,108318.55,6111.52,-119490.44,930197.72,96606.91,-206031.1,3016268.58,70141.85,-555952.48,,360804.67,79187.74,276427.4,0,-7967.53,1721254.99,90785.07,-55827.86,61204,893.14,-42101.14,13710.44,362.27,-1356.79,0,0,0,0,0,0,178175.53,24427.33,23927.9,8816.32,0,-2930.41,12157.05,548.58,-9154.2,1853861,21947.54,-145840.29,594537.8,13114.49,-85764.12,210637.8,5061.92,-51349.85,0
