mf_current_assets,mf_nuveen_non_taxable_tot_assets,mf_nuveen_trailing_12m_net_sales,mf_nuveen_12m_gross_sales,club_status,mf_nuveen_prior_year_assets,mf_nuveen_12m_non_tax_total_gs,mf_prior_year_assets,mf_trailing_12m_net_sales,mf_commodities_12m_gs,mf_commodities_12m_net_sales,mf_international_equity_aum,mf_int_equity_12mo_gs,mf_int_equity_12mo_net,mf_municipal_bond_aum,mf_muni_12_mo_gs,mf_muni_12_mo_net,mf_sector_equity_aum,mf_sector_equity_12mo_gs,mf_sector_equity_12mo_net,mf_taxable_bond_aum,mf_taxable_bond_12mo_gs,mf_taxable_bond_12mo_net_sales,mf_us_equity_aum,mf_US_equity_12m_gross_sales,mf_us_equity_12m_net_sales,mf_nuveen_assets_fa_book_rank,mf_diversified_emerging_mkts_aum,mf_diversified_emerg_mkts_12m_gs,mf_europe_stock_aum,mf_europe_stock_12m_gross_sales,mf_europe_stock_12m_net_sales,mf_foreign_large_blend_aum,mf_foreign_large_blend_12m_gs,mf_foreign_large_blend_12m_net,mf_foreign_large_growth_aum,mf_foreign_large_growth_12m_gs,mf_foreign_large_growth_12m_net,mf_foreign_large_value_aum,mf_foreign_large_value_12m_gs,mf_foreign_large_value_12m_net,mf_global_real_estate_aum,mf_global_real_estate_12m_gs,mf_global_real_estate_12m_net,mf_health_aum,mf_health_12m_gross_sales,mf_health_12m_net_sales,mf_high_yield_bond_aum,mf_high_yield_bond_12m_gs,mf_high_yield_bond_12m_net,mf_high_yield_muni_aum,mf_high_yield_muni_12m_gs,mf_high_yield_muni_12m_net,mf_inflation_protected_bond_aum,mf_inflation_protect_bond_12m_gs,mf_infl_protect_bond_12m_net,mf_large_blend_aum,mf_large_blend_12m_gross_sales,mf_large_blend_12m_net_sales,mf_large_growth_aum,mf_large_growth_12m_gross_sales,mf_large_growth_12m_net_sales,mf_large_value_aum,mf_large_value_12m_gross_sales,mf_large_value_12m_net_sales,Most_Recent_12m_GS
54497641.04,17759.15,-5.76,0,Non-Club,21078.02,0,54424998.74,52329.95,45472,-16632.15,8111131.37,1125213.38,-1461246.03,2834851.21,596318.1,356104.35,53542.84,10785.49,-12061.59,21510706.19,7033171.25,2475741.01,12485411.21,828684.13,-1103119.75,45,3172078.22,405382.71,445.65,0,0,112997.68,341647.16,-1619461.39,4079879.27,358036.58,32576.67,54615.72,12885.51,394.43,18023.04,0,0,0,0,0,71269.41,37362.98,-19076.34,970.68,0,-8.39,133908.46,296.98,-113093.92,2123870,37142.05,-445848.78,6050781.99,379443.3,-180859.06,2550415.98,269278.02,56267.27,0
35910005.53,0,-1053.13,0,Non-Club,64668.91,0,38453743.04,-3346185.78,0,-154.48,2883637.42,654154.51,-368731.64,637410.73,0,-58699.89,283018.33,1621.96,-20906.27,8388544.54,1923659.89,-244647.83,23370918.73,2342332.95,-2397837.69,26,26143.39,912.4,0,0,0,1938507.24,652450.21,423552.94,438695.95,0,-25732.52,127959.63,0,-720615.31,0,0,0,10165.32,0,0,4020,762.73,-802.25,0,0,0,4649.59,1008.76,56.44,3539726.2,1440181.55,-265947.38,10334519,489257.74,-137950.34,4827412.12,58605.73,-1427369.45,0
65781826.92,0,0,0,Non-Club,82176.79,0,55327828.21,11889228.92,4579.98,4579.98,3981342.08,402496.13,-1556509.98,202143.76,0,-8004.47,1706887.69,121672.95,74381.96,33507074.16,28273683.78,13859788.97,21321378.81,2449711.28,1147897.63,38,1692704.62,4816.7,0,0,-805097.26,731122.58,149399.86,-44472.7,167898.84,2798.57,-107358.21,303488.43,156219,156219,14867.57,4999.45,1004.67,1128762.72,58692,54632.57,821799.11,359101.38,342977.73,0,0,-8004.47,1187426.77,162932.02,162139.42,3771153.81,178619.98,-38959.77,6939765.51,366448.93,61726.01,3199169.16,516599.33,33430.18,0
92756295.44,0,0,0,President,0,0,75383047.94,31496091.04,21257.9,21223.17,35364422.9,16215007.69,11811408.27,2529847.84,692469.24,354048.54,0,7649.49,-5458.45,41898494.95,35973263.22,20222078.79,5156343.21,1406444.05,-1311490.21,,12358740.7,1155020.97,0,0,0,20800357.56,13972050.87,11517746.22,2181722.9,1082455.36,614030.33,2523.56,5139.31,-121674.9,0,0,0,0,0,0,31697.59,30280.12,30241.9,0,0,0,0,0,0,510975.96,0,-702593.4,1159197.2,151378.05,-798710.34,893811.25,402719.47,60290.72,0
11124363.44,1974.64,0,0,Non-Club,69474.76,0,11989888.36,261302.78,0,0,1047821.72,85224.3,-1103801.21,16539.33,0,0,80697.47,0,0,4245330.11,2222649.67,907251.43,2783296.81,465887.12,-138109.54,13,108182.22,79537.37,0,0,0,86126.71,2686.93,-639564.43,0,0,0,0,0,0,0,0,0,0,0,0,59332.97,52080.96,52080.96,0,0,0,0,215.96,-4.8,1918594.36,450130.22,80098.28,662585.35,15000,13800,16227.2,0,0,0
7586303.37,0,0,0,Non-Club,0,0,7852542.98,-322178,93520.83,93354.74,918344.27,379445.54,-24543.16,1076433.66,174993.5,174818.51,71175.37,58122.88,-11468.1,1468705.45,451722.16,-348456.07,2634857.34,435029.87,-137658.53,,212739.31,139141.41,0,0,0,78392.65,4436.8,-6648.06,305427.92,121468.35,-37061.33,190574.35,95044.16,25526.57,14412.26,0,0,17267.97,6500,6500,356916.83,113736.72,112238.48,31786.36,33300,33300,7560.71,190.95,-47870.67,914272.91,26281.43,-169882.74,842845.09,42743.45,-11575.26,355830.25,256888.81,21481.78,0
25515777.61,0,0,0,Pacesetter,3971.1,0,16833635.03,1830597.35,0,0,3166103.05,642582.79,2541.78,1125916.5,222304.21,179710.66,243271.6,113462.32,-162609.55,7130556.84,4867936.55,2473420.86,5501632.65,503357.16,-524428.86,,427420.89,80108.73,0,0,0,163785.89,32873.91,2177.58,724654.55,119753.53,-118504.24,0,0,0,0,0,0,0,0,0,9681.64,267.15,267.15,0,0,0,435.92,242.6,242.6,2264694.22,346100.41,-119833.11,2320042.64,104542.53,-157283.4,479396.63,47990.59,-205053.72,0
3769766.86,0,0,0,Non-Club,0,0,1740140.75,1545794.85,24109.94,24109.94,162521.21,87099.97,-41653.94,859455.07,760424.61,676590.59,404,17322.36,-11213.53,2006878.28,1456050.87,920521.92,432444.53,144285.06,-14528.26,,24429.85,26824.92,0,0,0,4903.01,561.99,-28917.72,32788.62,43587.1,-22959.55,16601.16,15739.97,13356.74,0,0,0,0,0,0,603603.45,399657.02,339847.34,0,0,0,0,0,-12029.12,151193.57,29580.2,-16524.68,50857.98,35404.37,-706.3,65159.58,25828.93,3822.19,0
15533520.15,0,0,0,Non-Club,0,0,10244914.26,3380205.69,0,0,0,493.78,-72.88,0,0,0,0,121.27,-8.01,0,7395.99,-1316.18,0,330.16,-73.8,,0,140.39,0,0,0,0,0,0,0,141.21,-22.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.77,-32.8,0,106.39,-15.03,0
546334.63,150697.79,0,0,Non-Club,140153.13,0,1137136.04,-560578.55,1651.98,1651.98,53611.22,15769.71,-55893.05,732.79,698.72,-34207.56,0,814.97,-13100.53,99099.89,5744.91,-28540.11,333365.54,14508.17,-414369.88,1,12424.32,6140.83,0,0,0,9223.21,1514.93,-23149.83,17070.58,7014.97,840.82,3785.02,1098.98,-8656.22,0,0,0,0,0,0,3465.29,3298.96,3298.96,0,0,-34906.28,0,0,0,52779.55,0,-171875.01,180555.64,1209.98,-219945.62,72235,6529.88,2771.58,0
3717386.42,0,0,0,Non-Club,0,0,2398911.71,855398.72,0,0,349261.95,161865.52,-21449.98,18343.73,806.01,-47239.07,66717.44,24563.48,23162.13,1824732.64,1449573.47,1326586.33,831265.57,90398.27,-157415.75,,20171.97,1487.18,0,0,0,15427.86,2629.88,-53721.78,173179.75,154938.33,73537.23,1280.64,723.06,688.19,0,0,0,47173.33,23977.64,23686.72,1469952.22,1368735.52,1350377.56,0,0,-25695.53,1488.46,172.68,101.05,166242.3,4952.95,-18786.45,347982.6,40958.85,-33028.02,228613.19,38122.45,-15420.7,0
47952032.28,0,0,0,Non-Club,0,0,45402186.51,559425.11,0,-1021.04,14423314.39,4180496.87,277710.08,1736462.6,1696686.84,1166734.79,27299.98,0,-479989.68,5329326.54,5220601.56,-1302562.52,19549582.06,10899647.99,4139886.37,,0,0,0,0,0,0,0,-19157.62,2694850.71,476152.54,-172414.89,0,0,0,0,0,0,16306.71,0,0,0,0,-170.36,358031.75,0,-20917.22,0,0,0,956616.05,0,-339078.67,8102655.71,1012143.38,-975171.12,7725348.26,8021899.21,3832215.73,0
18853921.95,0,-8299.27,0,Non-Club,11686.94,0,22032793.04,-2656540.24,1.2,-453,4254761.97,678717.55,-707593.53,1025196.38,6906,-35563.01,297935.7,198717.5,-272600.52,3305205.05,769613.45,-1033402,5368393.79,398488.25,-917912.19,,389658.23,70343.1,12226.96,0,0,848191.72,76741.46,-252469.31,1717240.28,244391.65,-194692.69,146813.23,19589.98,-61488.04,241498.92,88087.35,67816.97,2897.02,0,0,312509.63,173483.2,160176.95,32624.41,0,0,66061.58,289.73,-100278.39,2768525.38,72753.38,-244477.26,1172451.34,84549,-416684.86,582522.49,19513.82,-128030.07,0
17390692.03,0,0,0,Pacesetter,0,0,15784604.44,1317052.44,610.19,610.19,5735391.14,3403341.63,1243931.86,625882.4,588984.43,222896.79,578489.21,716431.28,81231.72,4603185.92,2328222.45,105299.54,5737136.68,4050228.63,944645.15,,1298909.19,469802.02,0,0,0,189647.75,58425.35,39108.52,976020.85,432285.49,-31033.96,60826,50431.41,39782.37,630.83,200351.02,-369679.66,0,0,0,90624.79,15598.78,-68073.21,416745.29,485863.14,142732.11,517.59,605.23,71.11,932949.54,442174.52,-28474.71,1406400.22,1458804.29,-82859.53,1405140.62,942374.73,267826.59,0
30398038,2630.62,0,0,Non-Club,95934.6,0,29866001.17,73902.92,0,0,5289563.94,336101.59,-187979.83,1048209.81,288925.74,288284.77,1280886.56,59304.53,-64708.36,4169557.86,1531646.33,1088763.79,14186751.51,516925.85,-924227.93,32,638090.09,60260.88,53417.1,7597.72,-7725.62,213149.02,8270.08,-21475.17,1397754.17,47740.21,-118785.53,31144.18,308.58,-364.46,5217.14,0,-5337.36,77600.07,18995.44,11122.98,303625.9,58308.9,20394.37,137717.14,45045.38,45045.38,2176.58,469.42,-5529.49,2216231.73,40087.53,-236848.2,7683726.02,127550.63,-644733.58,1955897.45,38999.2,-56945.44,3975.61
1673520.62,0,0,0,Non-Club,0,0,0,0,0,0,82941.36,0,0,0,0,0,0,0,0,681231.21,0,0,837473.98,0,0,,20525.2,0,0,0,0,16974.3,0,0,45441.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437349.4,0,0,360829.9,0,0,0
16071443.52,0,0,0,Non-Club,0,0,16901549.34,-1514105.58,0,0,3467587.47,273401.5,-10172.74,0,0,0,566596.99,0,-246749.17,4775476.59,10493.5,-583792.64,5428094.01,79951,-752386.47,,113455.46,0,158671.38,0,0,1095522.25,157444.5,56072.89,1083761.66,39988,-65026.71,78871.88,0,-41750.82,0,0,0,124156.13,0,0,188560.87,0,0,0,0,0,283726.38,0,-80630.73,2333094.21,64964,-67732.99,1890498.77,14987,-314056.28,275708.95,0,0,0
2220629,0,0,0,Non-Club,0,0,5272465.03,-2213234.27,0,0,332929.21,27282.84,22207.92,86251.66,0,0,374127.55,0,0,884242.28,141685.41,-2221455.64,259307.25,26368.76,17546.2,,657.65,0,238.57,0,0,28153.33,27282.84,26434.95,78918.52,0,0,0,0,0,21532.9,0,0,74500.21,0,0,21664.88,16668.18,16668.18,16792.27,0,0,0,0,-800.08,15914.2,0,-2429.44,176273.08,8498.47,5372.1,1136.25,0,0,0
22508664.4,846.38,0,0,Non-Club,120349.84,0,21906536.81,242134.23,77266.79,77266.79,2398177.2,310386.34,7876.52,1114215.41,4993.5,-68505.02,659162.83,45571.07,-94742.8,3157407.85,828404.52,314755.92,8044136.98,509694.15,-16399.49,60,454206.82,144919.19,20983.77,0,-705.44,582898.07,103271.49,19452.34,370236.28,30428.3,-13435.87,205873.43,5765.93,-32499.05,3510.12,120.98,-34.93,150322.04,0,-24159.2,336213.25,199146.47,198907.98,153677.86,0,0,25757.07,5809.2,-21170.81,2808272.47,76378.31,-50275.04,3166752.5,168621.8,-65818.31,1109989.79,173481.45,71447.13,0
53287498.16,43.87,0,0,Pacesetter,182199.51,0,56859258.89,-3843959.98,202306.13,196691.86,7594117.25,6065946.16,3229335.15,3099569.98,2505992.59,1777064.95,1287938.22,293699.1,-2308659.73,33317629.02,21510150.31,-6354029.55,4656644.65,979011.26,221424.63,33,4688178.99,4011972.29,0,0,0,140780.3,147222.14,-1364818.75,2086662.48,1716278.47,1480041.43,165863.12,10611.57,-12288.98,16525.67,5920.81,-89724.83,278422.26,0,-3031.38,2497320.37,2376876.31,2340560.56,134892.21,638389,88548.82,71620.01,2800.04,-51937.66,1223502.49,228662.68,97381.26,1177869.56,118365.12,-266385.55,1392211.77,31139.53,-19744.85,0
11923596.05,0,0,0,Non-Club,0,0,13877441.28,-431749.76,55321.81,55316.75,895808.78,293379.32,-381054.72,3122627.97,1010949.36,693294.91,773240.35,24783.71,-32171.45,2300357.56,792907.1,-106784.25,2612786.64,370593.53,-37193.51,,304771.44,125566.33,2520.38,0,0,241838.65,25362.95,-18993.39,206437.44,115419.45,-334663.47,93645.39,24333.77,-4898.65,12535.86,2222.91,-859.42,2473.51,0,0,426370.38,128111.22,57735.97,382812.43,129993.5,129993.5,40565.26,8696.22,-31584.28,676832.38,54875.58,-27626.28,637874.77,14342.55,-100792.19,920386.78,198800.99,13732.17,0
129690990.8,19132.42,-19969.08,0,President,77044.22,0,127913774,-2419219.63,146250,143375.97,31820060.42,7951552.28,144107.64,3248438.26,413557.3,-107524.89,249978.72,103961.54,-250094.34,35649929.61,13329550.34,4831496.28,10591582.24,2045404.85,-1254690.91,54,14277630.25,4783320.48,21185.39,0,0,1437848.73,285199.76,-73182.73,8966609.71,2214277.19,-749248.37,172239.39,97209.54,-175168.69,37615.68,0,-246222.57,12890.39,0,0,294082,269085.89,-259236.92,1756767.15,268721.05,54076.3,24184.31,43.79,-29938.42,1099477.37,32290.4,-333504.08,4893246.42,1097722.18,-328798.57,3466606.56,613044.78,-592623.36,3463.24
10074534.64,0,0,0,Non-Club,0,0,8537461.36,1394655.56,0,0,676049.27,301646.13,72560.13,933646.41,633315,592802.5,0,0,0,6371034.8,3048946.2,730523.98,1836614.09,1034282.05,56031.88,,166177.29,98399.57,0,0,0,150792.24,54405.81,-73560.03,280733.96,143971.78,92242.57,14972.75,4868.97,-5363.73,0,0,0,0,0,0,35101.56,28381.92,28381.92,0,0,0,15822.19,3122.96,3122.96,252087.22,26298.9,-61549.06,1099928.64,135657.81,-50688.75,264601.53,788616.74,112827.59,357993.5
27619283.45,0,-4870.62,0,President,11870.71,0,50241952.04,-24313216.06,13497.89,13497.38,1859237.77,624546.11,-254975.44,932440.23,136287.91,-7070,751510.02,493823.23,-1014233.9,9432006.15,15378711.78,-14161509.85,4524389.54,547164.52,-661228.31,53,116326.16,32640.46,0,0,0,71097.27,7160.04,-323021.66,563079.66,307179.29,108500.77,16110.68,5348.52,-21862.66,7860.44,3683.06,-146351.03,3035.98,0,-61938.52,2268626.9,2125348.54,2060655.8,19543.27,0,0,1629.1,115.49,-5039.83,1418546.06,15012.73,-155163.37,1931155.17,170721.7,-310974.8,466488.61,39041.1,-140305.05,0
36704285.58,109951,-10276.71,0,Non-Club,388171.53,0,29212562.12,-1339297.6,29470.51,29466.29,4347117.2,1088125.67,256736.33,1635814.94,481993.5,-314763.17,1493621.28,1963678.14,555070.65,9113260.29,1531785.42,-1180546.49,14282943.89,2484346.58,-93143.41,36,660160.42,40553.89,15469.51,0,0,905608.71,565115.57,457148.85,1057728.62,34098.97,-31952.17,161366.08,7112.6,-547354.69,6515.12,0,0,5374.35,0,0,457358.66,21549.51,-41262.49,558840.87,25000,-99080.08,12595.17,191.95,-9485.19,1617310.96,8295.31,-314701.12,5260238.57,422294.17,-184326.39,3854624.77,885588.71,163566.31,0
6859231.76,0,0,0,Non-Club,0,0,6383907.05,-2620.02,0,0,563398.11,0,-289829.6,592224.24,50000,-65086.89,278410.17,0,-55956.6,2238893.7,313000,-197373.97,1176197.19,200000,189000,,221834.21,0,5606.91,0,0,0,0,-289463.1,71797.38,0,-366.5,4417.16,0,0,0,0,0,268014.13,0,0,255690.02,0,-102938.91,513110.45,0,0,0,0,0,222289.7,0,0,419127.89,0,-6000,181911.86,0,0,0
26924695,9540.46,0,0,Non-Club,53096.37,0,25119805.97,-1351765.37,0,-3529.14,959081.2,108901.8,-35469.77,8193490.2,37294.34,-177861.51,405866.69,0,-22991.82,4179092.59,776355.88,-389272.59,11152215.03,317670.71,-523555.83,41,135692.76,51513.06,17715.65,0,-4250.7,230993.67,6877.92,-9439.02,215675.2,49392.44,14417.03,12548.58,1104.02,494.18,5502.57,0,0,21377.05,0,0,439366.43,57868.21,46059.43,183455.35,0,-4015.92,5824.9,231.03,-7670.7,5868051.78,64910.29,-183490.01,3121551.55,45019.39,-342984.69,920225.98,942.54,-128497.28,0
38485011.69,0,-2102.46,0,Non-Club,148255.69,0,28953096.32,7557071.56,0,0,11883546.32,5250382.66,1643998.48,757654.35,608368.51,8458.83,228662.5,0,-5415.23,12566221.72,8127111.02,2596319.72,12752349.72,10799837.07,4214072.71,20,3844952.79,1994716.69,0,0,0,0,0,0,7939877.15,3161217.32,1014332.96,98716.38,0,0,0,0,0,109422.49,0,0,499111.25,681618.17,480657.25,34543.31,0,0,0,33064.9,-340280.45,299511.91,1780.23,-419169.87,3552510.15,2785251.34,264880.32,5235009.58,4709595.16,2471825.3,0
10753856,0,-7668.35,0,Non-Club,0,0,18434835.15,-5382453.37,0,0,831395.93,22522.22,-66971.3,1855154.82,22269.8,-3239339.6,32430,0,-207.17,4313120.33,1130643.18,-1213617.87,993089.17,12081.5,-426682.4,,65769.89,3878.99,0,0,0,40446.56,4727.99,-25930.27,24980.25,17,-1244.22,19811.96,5339.39,5088.87,0,0,0,3644.36,0,0,28103.23,0,-3179.51,5830.81,0,0,2638.53,0,-2213.28,149931.02,5945.54,-141123.03,323666.44,1315.01,-250271.42,357486.82,0,-24980.4,0
49095378.52,2923.62,0,0,Century,109630.39,0,51890459.67,-4211315.21,0,0,4276482.49,88882.68,-35136.72,5903924.05,1172110.91,430703.09,1956267.42,734681.16,97026.87,16288291.59,3049921.61,-2891541.92,14556230.02,1060043.87,657782.66,31,336993.41,13292.77,29662.42,0,0,564942.63,54091,12381.29,693772.27,21498.91,11786.48,9436.32,0,-2631.96,0,0,0,113393.71,0,0,47131.46,4313.91,3353.77,833908.3,687965.07,528934.93,23261.55,6737.87,4807.6,5532756.2,82891.75,-39802.09,5886454.46,30305.43,-132258.21,1433116.26,13966.8,-72450.57,0
7601647.67,0,-29949.18,0,Non-Club,31375.53,0,8283535.78,864020.57,0,0,316523.39,21787.93,-18132.9,1723595.17,830.57,-20342.75,1421056.97,601569.12,-375715.26,2570128.42,1943099.33,1387782.92,872918.51,41528.05,-156247.53,,68804.9,13560.29,0,0,0,158264.17,5579.41,-3599.03,19713.44,2638.16,-8958.9,258.99,10.07,-0.63,0,0,-9990.94,106256.81,0,0,20935.47,8484.21,-26978.18,3374.58,0,0,7043.99,4637.8,-6613.3,478610.82,27694.94,-273.8,269115.8,14.71,-66461.54,18632.42,1880.24,-87728.47,0
8472926.69,0,0,0,Non-Club,16026.08,0,9740761.91,-935603.82,0,0,236447.04,0,0,2769710.81,2595097.36,1056283.96,365231.08,0,0,3525034.92,2918246.77,-934282.75,1477982.88,81821.21,-1057605.03,25,0,0,0,0,0,34824.61,0,0,0,0,0,35339.4,0,0,0,0,0,363992.32,0,0,362920.08,312464.68,-272699.84,26660.56,25675.52,25675.52,0,0,0,269428.62,0,-5969.7,935625.33,49638.35,48138.35,37192.45,0,-2792.3,0
7103171.17,17335.91,0,0,Non-Club,89863.05,0,7165737.34,129248.06,537.88,537.88,1144546.58,439036.57,17812.03,1103438.92,0,-74.98,59548.4,0,-3005.9,803128.82,328803.31,149925.22,3500534.54,419390.39,-16300.33,17,372498.3,132942,6708.61,0,0,104247.85,32117.77,744.77,475064.14,247046.51,65777.67,66908.84,26124.01,1748.92,0,0,0,18156.67,0,0,143038.36,78520.9,76157.88,220771.2,0,0,13617.06,61.97,-3305.68,1203156.71,34804.11,-163039.48,1068967.18,146672.36,27135.49,783956.35,107644.45,17891.75,0
509203.35,0,-1948.68,0,Non-Club,0,0,450642.19,-255709.75,0,-1230.06,172234.52,0,-41367.05,28446.34,0,-37564.33,573.87,0,-937.5,0,0,-18041.84,300969.28,0,-79874.86,,0,0,0,0,-6621.94,73664.29,0,-9557.09,98570.23,0,-7687.46,0,0,0,0,0,0,573.87,0,0,0,0,0,0,0,-9026.87,0,0,0,202854.49,0,-7971.16,16909.48,0,-26813.07,848.8,0,-20398.89,0
39574348.56,43488.98,0,0,Non-Club,370426.91,0,39648205.2,-744805.03,0,-14089.38,2385335.9,29304.9,-206152.9,4874788.11,278116.65,-51439.28,1911291.43,16082.45,-97216.84,4903717.2,759561.75,254805.28,9057550.48,78141.99,-516310.59,15,107984.44,1571.4,0,0,0,7583.26,0,-57821.16,528524.56,6625,-69679.28,0,0,0,7478.74,0,0,216537.75,2594.15,1508.75,115798.9,0,-18165.06,0,0,0,95159.72,0,-19979.65,2264938.64,26463.57,-243537.13,4987062.67,36690.12,-28925.26,1160411.31,450,-118010.47,0
23783555.24,0,-646742.46,0,Century,302804.75,0,30367040.4,-25019265.76,0,0,544328.22,575000,-539805.15,1544700.2,0,-3933672.01,369295.76,350000,322301.47,17751135.18,8881639.5,-15229366.12,2191924.48,1119994,-2573726.26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-13318.83,0,0,0,111150.73,100000,100000,380885.42,0,-268722.96,532930.91,0,-378019.5,0,0,0,393145.98,0,-217485.85,1580783.41,1024994,1012262.4,111810.58,0,0,0
20772688.67,1879.65,-471324.9,0,Non-Club,1283589.54,0,22496975.37,-773058.73,116896.02,112225.39,6255589.07,2863912.78,-364241.05,545361.66,0,-471324.9,66240.36,39982.43,-57446.68,4545968.03,3018545.96,-87454.5,8534829.05,2204262.3,167863.62,17,1700753.37,1147356.65,8203.05,0,0,594707.7,241606.42,-19709.97,1951735.65,1198616.24,-112590.19,727757.58,268344.51,-125694.66,105.2,0,0,9486.64,0,-99,933188.95,856360.77,846179.96,104139.34,0,0,336.5,2872.84,-123172.9,1662860.98,28524.56,-765.26,2514668.64,220373.52,-224392.28,2318672.69,1284010.21,14914.99,12.86
23589537.43,0,0,0,Non-Club,0,0,19089186.83,3204987.42,8103.44,4746.64,2094940.58,539768.22,-107061.2,125.49,122.28,-114187.03,58013.83,42338.03,-44484.44,10658915.36,7384007.44,4670732.46,9574773.13,1912903.36,-731976.82,,134212.51,57264.56,0,0,0,76390.72,13351.1,-55235.63,1393161.91,243731.02,-106136.09,42074.9,14694.05,-27264.6,9458.82,0,-3832.23,33848.35,8304.1,4017.59,99116.07,40842.52,32894.12,0,0,0,22705.8,2481.64,-17322.61,4295473.08,760129.3,-26353.63,4279584.06,857477.01,-370136.69,557635.52,239574.06,-91237.1,0
174251.48,0,-5670.14,0,Non-Club,0,0,44736.35,-1679070.49,0,-13076.23,4465.2,547.25,-181211.29,48012.9,25951.93,14021.72,0,0,-14207.48,105743.28,21327.46,-213236.27,16030.1,51.85,-296521.48,14,1166.44,150,0,0,0,207.62,397.25,-100660.11,1375.27,0,-12489.32,1067.88,0,-8229.16,0,0,0,0,0,-3161.33,85895.89,498.99,-58153.85,34268.6,8056.35,8056.35,292.14,0,-43928.66,777.01,0,-97107.36,2077.85,0,-46188.77,10266.6,0,-83386.28,0
199407.05,0,0,0,Master's,12857.38,0,114864.37,83950.6,0,0,4630.91,3712.35,3608.93,92664.29,0,-1.76,2.35,0,-0.68,101769.98,80837.06,80511.69,93.44,1.06,-114.87,4,115.75,1.98,0,0,0,198.81,2.36,-0.36,4313.75,3704.41,3616.38,2.6,0,0,0,0,0,1.08,0,0,1.55,0,-0.01,92583.98,0,0,3.08,0,0,29.41,0.78,-37.86,26.74,0,0,2.93,0,-47.74,0
9688203.5,0,0,0,Non-Club,0,0,10758837.63,-1928061.85,0,0,644334.11,2050,-468317.85,218309.02,119000,119000,13486.15,0,-27088.24,3217288.92,1590517.62,-362560.4,4327672.18,133075,-710586.86,,520.35,512.5,0,0,0,408042.96,0,-470367.85,4574.97,768.75,768.75,0,0,0,0,0,0,0,0,0,126644.54,0,-280512.52,218309.02,119000,119000,0,0,0,840528.55,71537.5,-240502.25,2264067.38,61537.5,-158787.42,1175864.3,0,-306244.68,0
10071035.17,0,0,0,Non-Club,0,0,10223113.31,-1175206.75,0,0,502017.3,0,-91778.06,1292624.11,0,-32.06,820599.56,0,-190135.39,510134.73,0,-119496.67,6537643.6,4500,-693045.38,,2971.95,0,0,0,0,182528,0,-44875.06,8701.95,0,-42533.26,12386.06,0,0,0,0,0,232121.69,0,-100,15097.59,0,0,279640.92,0,0,621.12,0,-48151.09,3044654.33,0,-313167.69,2031029.43,4500,-178963.58,805529.26,0,-107319.74,0
2762778.88,0,0,0,Non-Club,0,0,2803912.63,-53793.58,0,0,176167.09,0,0,104229.1,0,0,65741.28,0,-5641.12,422186.56,0,-131623.23,1040344.71,1200,-53595.75,,26031.47,0,0,0,0,13085.02,0,0,48412.46,0,0,0,0,0,0,0,0,19237.47,0,-5641.12,15507.16,0,-32013.05,0,0,0,0,0,0,124332.46,0,-30031.74,493012.32,1200,1200,242559.21,0,-3625.72,0
23642644.05,17606.4,0,0,Non-Club,78845.42,0,24893581.98,-452012.53,0,0,1191211.08,8141.23,-555993.81,2756695.03,1280434.18,1269923.97,2030503.82,696359.8,216863.19,3141380.35,376890.96,21192.31,11446076.68,2396626.32,-1134477.58,19,239326.18,5112.42,56372.91,0,0,512223.81,3028.81,-315353.97,141104.57,0,-12262.2,0,0,0,36628.45,46715.92,-167395.64,0,0,0,21273.37,0,-515.73,0,0,0,0,0,0,6541222.33,1611871.3,-539568.73,1904086.73,595859.22,-516116.09,1719875.62,44897.72,-39821.42,0
1452092.07,0,0,0,Non-Club,0,0,1488478.12,-668569.33,4020.88,4020.88,108095.55,16701.81,-80156.38,31931.15,0,-4322.61,20375.39,1446.91,-1713.46,648160.45,555724.82,31885.57,528119.8,21610.92,-610332.55,,27573.98,6902.03,0,0,-2028.56,7699.29,552.13,-66613.63,28945.51,7252.83,909.55,7209.8,1902.86,-94.58,0,0,0,9865.92,0,0,11410.92,6125.72,6125.72,0,0,0,31067.57,60.59,-2277.95,173110.51,1224.18,-257296.22,91355.29,855.92,-29937.37,27214.9,14217.58,2006.81,0
8313885.59,0,0,0,Non-Club,0,0,8988888.05,-844114.99,0,0,529259.02,1649,-6638.87,559329.62,0,-67201.96,429563.69,10571.12,-6658.22,1350217.04,0,-466630.02,4863505.46,22498.19,-273709.15,,30829.32,952,10102.35,0,-1000,143864.18,0,-5382.67,120696.75,697,-1208.2,28579.15,0,0,8288.48,10571.12,0,155759.98,0,0,120176.05,0,-956.95,0,0,0,7171.74,0,-508,782813.59,11122.1,-11676.21,2371276.19,11122.09,-187493.61,600849.48,0,-48758.68,0
